loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name
F104Q3234258,804,4/1/2005,N,3/1/2035,,0,1,O,54,32,165000,54,6.25,R,N,FIX30,PA,SF,17800,P,360,2,Other sellers,Other servicers
F104Q3234259,709,2/1/2005,N,8/1/2034,,0,1,O,80,46,181000,80,5.875,T,N,FIX30,WI,SF,54100,P,355,2,Other sellers,Other servicers
F104Q3234261,755,2/1/2005,N,8/1/2034,31540,0,1,O,54,37,334000,54,5.875,T,N,FIX30,WI,SF,53500,P,355,2,Other sellers,Other servicers
F104Q3234262,731,3/1/2005,N,10/1/2034,,0,1,O,80,44,128000,80,5.875,T,N,FIX30,WI,SF,53900,P,356,1,Other sellers,Other servicers
F104Q3234263,749,3/1/2005,N,8/1/2034,,0,1,O,80,37,116000,80,5.75,T,N,FIX30,WI,SF,54800,P,354,2,Other sellers,Other servicers
F104Q3234264,752,6/1/2005,N,5/1/2035,31020,0,1,O,55,28,135000,55,5.75,R,N,FIX30,WA,SF,98600,P,360,2,Other sellers,Other servicers
F104Q3234265,725,4/1/2005,N,3/1/2035,17900,25,1,O,90,52,164000,90,5.5,T,N,FIX30,SC,SF,29200,P,360,1,Other sellers,Other servicers
F104Q3234266,708,3/1/2005,N,2/1/2035,,30,1,O,95,42,88000,95,5.5,T,N,FIX30,FL,SF,32000,P,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q3234267,688,4/1/2005,N,3/1/2035,,25,1,O,90,45,183000,90,5.75,R,N,FIX30,NC,SF,27900,P,360,2,Other sellers,Other servicers
F104Q3234268,778,4/1/2005,N,3/1/2035,24340,0,1,O,65,48,105000,65,5.875,R,N,FIX30,MI,SF,49000,N,360,2,Other sellers,Other servicers
F104Q3234269,762,3/1/2005,N,2/1/2035,,0,1,O,80,19,238000,80,5.93,R,N,FIX30,WI,SF,53500,N,360,2,Other sellers,Other servicers
F104Q3234286,785,3/1/2005,N,2/1/2035,14020,0,1,O,79,27,156000,79,6,R,N,FIX30,IN,SF,47400,P,360,2,Other sellers,"WELLSFARGOBANK,NA"
F104Q3234288,736,3/1/2005,N,2/1/2035,17900,12,1,O,82,56,125000,82,5.625,T,N,FIX30,SC,SF,29000,P,360,2,Other sellers,Other servicers
F104Q3234289,786,3/1/2005,N,2/1/2035,,30,1,O,90,40,117000,90,5.375,T,N,FIX30,NC,SF,28700,P,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q3234290,753,3/1/2005,N,2/1/2035,,0,1,O,71,34,185000,71,5.625,R,N,FIX30,PA,SF,18200,P,360,2,Other sellers,Other servicers
F104Q3234291,736,3/1/2005,N,2/1/2035,10900,0,1,O,95,51,209000,80,6,R,N,FIX30,PA,SF,18000,P,360,2,Other sellers,Other servicers
F104Q3234292,722,4/1/2005,N,10/1/2034,33460,0,1,O,83,42,252000,80,5.7,R,N,FIX30,WI,SF,54000,P,355,1,Other sellers,Other servicers
F104Q3234293,794,4/1/2005,N,3/1/2035,49620,0,1,O,76,37,300000,76,6.875,R,N,FIX30,PA,SF,17300,P,360,2,Other sellers,Other servicers
F104Q3234294,757,2/1/2005,N,1/1/2035,10900,0,1,O,80,41,323000,80,6.375,R,N,FIX30,PA,SF,18000,P,360,2,Other sellers,Other servicers
F104Q3234295,690,3/1/2005,N,2/1/2035,43100,30,1,O,89,44,219000,89,5.975,R,N,FIX30,WI,SF,53000,N,360,2,Other sellers,Other servicers
F104Q3234297,792,4/1/2005,N,9/1/2034,,0,1,O,66,28,129000,66,5.77,R,N,FIX30,IL,SF,61000,P,354,2,Other sellers,Other servicers
F104Q3234298,770,4/1/2005,N,9/1/2034,,0,1,O,80,23,266000,80,5.82,R,N,FIX30,IL,SF,61000,P,354,2,Other sellers,Other servicers
F104Q3234299,717,4/1/2005,Y,9/1/2034,,30,1,O,95,36,191000,95,5.75,R,N,FIX30,IL,SF,61300,P,354,1,Other sellers,Other servicers
F104Q3234300,608,4/1/2005,N,3/1/2035,15540,0,1,O,44,36,81000,44,5.75,R,N,FIX30,VT,SF,5400,P,360,2,Other sellers,Other servicers
F104Q3234301,794,4/1/2005,N,3/1/2035,40484,0,1,O,80,12,197000,80,5.75,R,N,FIX30,NH,SF,3800,C,360,2,Other sellers,Other servicers
F104Q3234302,593,4/1/2005,N,3/1/2035,,0,1,O,80,42,127000,80,5.75,R,N,FIX30,VT,SF,5700,P,360,2,Other sellers,Other servicers
F104Q3234303,780,4/1/2005,N,3/1/2035,,0,1,O,62,65,184000,62,5.875,R,N,FIX30,PA,SF,19400,P,360,2,Other sellers,Other servicers
F104Q3234305,646,8/1/2005,N,7/1/2035,16700,25,1,O,88,36,242000,88,6,T,N,FIX30,SC,SF,29400,P,360,2,Other sellers,USBANKNA
F104Q3234306,607,5/1/2005,N,4/1/2035,,30,1,O,95,34,164000,95,6.375,R,N,FIX30,FL,SF,32300,P,360,2,Other sellers,Other servicers
F104Q3234307,769,3/1/2005,N,8/1/2034,,0,1,O,51,57,219000,51,5.875,T,N,FIX30,WI,SF,54800,P,354,2,Other sellers,Other servicers
F104Q3234308,767,4/1/2005,N,9/1/2034,16740,0,1,O,80,34,130000,80,5.375,T,N,FIX30,NC,SF,28000,P,354,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q3234315,720,2/1/2005,N,1/1/2035,,0,1,O,69,50,130000,69,5.75,R,N,FIX30,OH,SF,45100,P,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234316,732,2/1/2005,N,1/1/2035,23844,30,1,O,95,35,122000,95,5.75,R,N,FIX30,IN,SF,47900,P,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234318,719,2/1/2005,N,1/1/2035,,30,1,O,95,40,149000,95,6,R,N,FIX30,NC,SF,28600,P,360,2,NATLCITYMTGECO,"PNCBANK,NATL"
F104Q3234321,721,2/1/2005,N,1/1/2035,16820,0,1,O,90,37,147000,80,5.75,R,N,FIX30,VA,SF,22900,P,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234322,791,2/1/2005,N,1/1/2035,36140,0,1,O,75,44,150000,75,6,R,N,FIX30,NJ,SF,8200,P,360,2,NATLCITYMTGECO,"PNCBANK,NATL"
F104Q3234323,799,2/1/2005,N,1/1/2035,23104,0,1,O,80,45,233000,80,5.75,R,N,FIX30,TX,PU,76000,P,360,2,NATLCITYMTGECO,"PNCBANK,NATL"
F104Q3234324,770,2/1/2005,N,1/1/2035,26420,0,1,O,48,48,175000,48,5.75,T,N,FIX30,TX,SF,77400,P,360,1,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234325,648,2/1/2005,N,1/1/2035,23060,30,1,O,95,49,162000,95,5.75,R,N,FIX30,IN,SF,46700,P,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234326,748,2/1/2005,N,1/1/2035,,30,1,O,95,42,209000,95,5.75,R,N,FIX30,OH,SF,45100,P,360,2,NATLCITYMTGECO,"PNCBANK,NATL"
F104Q3234327,774,2/1/2005,N,1/1/2035,10420,0,1,O,95,36,211000,80,6,R,N,FIX30,OH,SF,44200,P,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234328,698,2/1/2005,N,1/1/2035,16974,0,1,O,90,40,216000,80,6,R,N,FIX30,IL,SF,60000,N,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234329,754,4/1/2005,N,3/1/2035,39740,0,1,O,95,34,149000,80,6.875,R,N,FIX30,PA,SF,19500,P,360,2,Other sellers,Other servicers
F104Q3234337,681,2/1/2005,N,1/1/2035,10900,0,1,O,80,43,222000,80,5.75,T,N,FIX30,PA,SF,18000,P,360,2,NATLCITYMTGECO,"PNCBANK,NATL"
F104Q3234340,728,4/1/2005,N,3/1/2035,,0,1,O,45,27,162000,45,5.75,R,N,FIX30,FL,SF,34200,P,360,1,Other sellers,Other servicers
F104Q3234341,739,2/1/2005,N,1/1/2035,,0,1,O,75,21,102000,75,5.75,T,N,FIX30,LA,SF,70500,P,360,2,Other sellers,Other servicers
F104Q3234342,791,4/1/2005,N,3/1/2035,21660,0,1,O,31,29,90000,31,5.875,R,N,FIX30,OR,SF,97400,P,360,2,Other sellers,Other servicers
F104Q3234343,767,2/1/2005,N,8/1/2034,,25,1,O,89,33,204000,89,6,R,N,FIX30,OR,SF,97100,P,355,2,USBANKNA,USBANKNA
F104Q3234344,698,4/1/2005,N,3/1/2035,21660,0,1,O,80,35,146000,80,6,R,N,FIX30,OR,SF,97400,P,360,2,Other sellers,Other servicers
F104Q3234345,768,2/1/2005,N,1/1/2035,28140,0,1,O,80,46,202000,80,6.375,T,N,FIX30,MO,SF,64000,P,360,2,NATLCITYMTGECO,NATLCITYMTGECO
F104Q3234346,770,3/1/2005,N,2/1/2035,45300,0,1,S,80,32,156000,80,5.875,T,N,FIX30,FL,PU,34600,P,360,2,USBANKNA,USBANKNA
F104Q3234347,669,2/1/2005,N,1/1/2035,13460,0,1,O,63,52,105000,63,6.25,T,N,FIX30,OR,SF,97700,N,360,1,NATLCITYMTGECO,NATLCITYMTGECO
F104Q3234349,701,2/1/2005,N,1/1/2035,,25,1,O,89,29,192000,89,6.625,T,N,FIX30,FL,SF,32400,P,360,2,NATLCITYMTGECO,"PNCMTGESERVICES,INC"
F104Q3234352,719,4/1/2005,N,3/1/2035,,0,1,O,65,45,140000,65,5.625,R,N,FIX30,NH,SF,3400,P,360,2,Other sellers,Other servicers
F104Q3234353,800,3/1/2005,N,9/1/2034,19780,0,1,O,56.0004,17,139000,56,6,R,N,FIX30,IA,PU,50200,P,355,2,USBANKNA,USBANKNA
F104Q3234366,707,4/1/2005,N,3/1/2035,36100,0,1,O,65,42,104000,65,5.875,R,N,FIX30,FL,SF,34400,P,360,1,"TAYLOR,BEAN&WHITAKER","WELLSFARGOBANK,NA"
F104Q3234377,785,2/1/2005,N,1/1/2035,,30,1,O,94,56,111000,94,5.625,T,N,FIX30,SC,SF,29800,P,360,2,WASHINGTONMUTUALBANK,"WELLSFARGOBANK,NA"
F104Q3234381,755,2/1/2005,N,7/1/2034,,0,1,O,95,43,174000,80,6.75,R,N,FIX30,IN,SF,46500,P,354,2,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q3234382,652,1/1/2005,N,8/1/2034,,12,1,O,83,36,153000,83,5.875,T,N,FIX30,IA,SF,50500,P,356,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234385,782,2/1/2005,N,8/1/2034,,0,1,O,68,41,161000,68,6.125,T,N,FIX30,FL,SF,32700,P,355,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234388,686,2/1/2005,N,1/1/2035,29460,0,1,O,80,33,204000,80,5.875,T,N,FIX30,FL,SF,33800,P,360,1,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q3234392,717,2/1/2005,N,8/1/2034,29820,0,1,O,76,34,164000,76,6,T,N,FIX30,NV,SF,89000,P,355,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234395,777,2/1/2005,N,1/1/2035,,0,1,O,80,57,157000,80,6,T,N,FIX30,NE,SF,68000,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234396,698,2/1/2005,N,8/1/2034,26420,0,1,O,62,47,260000,62,5.625,T,N,FIX30,TX,SF,77300,N,355,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234406,769,2/1/2005,N,8/1/2034,,0,1,O,52,44,87000,52,5.625,T,N,FIX30,MN,SF,55900,P,355,1,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q3234412,793,2/1/2005,N,1/1/2035,33460,0,1,O,21,27,110000,21,5.75,T,N,FIX30,MN,SF,55000,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234414,631,1/1/2005,N,9/1/2034,10580,30,1,O,95,35,131000,95,6,T,N,FIX30,NY,SF,12100,P,357,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234416,692,1/1/2005,N,9/1/2034,12620,12,1,O,85,60,149000,85,6.125,T,N,FIX30,ME,SF,4400,N,357,1,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q3234436,770,2/1/2005,N,1/1/2035,33460,0,1,O,80,51,140000,80,5.875,T,N,FIX30,WI,SF,54700,P,360,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234449,707,2/1/2005,N,1/1/2035,36100,0,1,O,47,41,75000,47,5.5,T,N,FIX30,FL,SF,34400,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234459,725,3/1/2005,N,2/1/2035,,0,1,O,80,33,118000,80,5.875,R,N,FIX30,TN,SF,38500,P,360,1,Other sellers,Other servicers
F104Q3234841,806,4/1/2005,N,3/1/2035,,0,1,O,80,52,166000,80,5.75,R,N,FIX30,SC,SF,29600,P,360,1,Other sellers,Other servicers
F104Q3234843,804,4/1/2005,N,3/1/2035,27500,0,1,O,80,15,160000,80,5.5,R,N,FIX30,WI,SF,53500,N,360,1,Other sellers,Other servicers
F104Q3234844,623,3/1/2005,N,2/1/2035,,0,1,O,57,30,136000,57,5.5,R,N,FIX30,VA,SF,20100,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234845,730,3/1/2005,N,2/1/2035,,0,1,S,72,19,100000,72,5.625,R,N,FIX30,GA,PU,30500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234846,786,3/1/2005,N,2/1/2035,49180,30,1,O,95,46,176000,95,5.625,R,N,FIX30,NC,SF,27000,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234847,627,4/1/2005,N,3/1/2035,19260,30,1,O,93,40,120000,93,5.625,R,N,FIX30,VA,SF,24500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234848,784,3/1/2005,N,2/1/2035,,0,1,O,44,23,109000,44,5.795,R,N,FIX30,WI,SF,53100,N,360,2,Other sellers,Other servicers
F104Q3234849,777,3/1/2005,N,2/1/2035,,0,1,O,74,36,159000,74,5.825,R,N,FIX30,WI,SF,54300,N,360,1,Other sellers,Other servicers
F104Q3234850,710,3/1/2005,N,2/1/2035,,0,1,O,57,58,175000,57,5.875,R,N,FIX30,WI,SF,53100,N,360,1,Other sellers,Other servicers
F104Q3234851,773,3/1/2005,N,2/1/2035,,0,1,S,12,20,33000,12,6,R,N,FIX30,NC,PU,28500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234852,636,3/1/2005,N,2/1/2035,,30,1,O,95,44,162000,95,6,R,N,FIX30,SC,SF,29500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234853,718,4/1/2005,N,3/1/2035,16740,30,1,O,95,,161000,95,5.75,R,N,FIX30,NC,SF,28200,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234854,669,4/1/2005,N,3/1/2035,,0,1,O,80,50,174000,80,5.875,R,N,FIX30,FL,SF,32000,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234855,679,4/1/2005,N,3/1/2035,,0,1,O,80,47,62000,80,5.75,R,N,FIX30,NC,SF,28600,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234856,763,3/1/2005,N,2/1/2035,,0,1,O,57,58,298000,57,5.75,R,N,FIX30,SC,SF,29400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234857,746,3/1/2005,N,2/1/2035,16700,0,1,S,79,14,93000,79,5.75,R,N,FIX30,SC,SF,29400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234858,791,3/1/2005,N,2/1/2035,,0,1,O,76,25,149000,76,5.75,R,N,FIX30,NC,SF,27500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234859,809,2/1/2005,N,1/1/2035,20260,0,1,O,41,49,75000,41,6,R,N,FIX30,MN,MH,55700,N,360,1,Other sellers,Other servicers
F104Q3234860,767,3/1/2005,N,2/1/2035,,0,1,S,80,51,188000,80,6.375,R,N,FIX30,NY,SF,12900,P,360,1,Other sellers,Other servicers
F104Q3234862,794,4/1/2005,N,3/1/2035,,0,1,O,60,18,196000,60,5.625,R,N,FIX30,IA,SF,52000,P,360,2,Other sellers,Other servicers
F104Q3234863,670,3/1/2005,N,2/1/2035,34740,0,1,S,64,12,110000,64,6.25,R,N,FIX30,MI,SF,49400,P,360,2,Other sellers,Other servicers
F104Q3234864,726,4/1/2005,N,3/1/2035,29540,0,1,O,90,45,312000,77,6.25,T,N,FIX30,PA,SF,17500,N,360,2,Other sellers,Other servicers
F104Q3234865,679,4/1/2005,N,3/1/2035,,0,1,O,95,44,220000,80,6.25,T,N,FIX30,IN,SF,46700,N,360,2,Other sellers,Other servicers
F104Q3234867,757,3/1/2005,N,2/1/2035,29180,25,1,O,95,51,140000,95,6.375,T,N,FIX30,LA,SF,70500,P,360,2,Other sellers,Other servicers
F104Q3234868,741,3/1/2005,N,2/1/2035,17460,0,1,O,47,46,250000,47,5.875,R,N,FIX30,OH,SF,44100,P,360,2,Other sellers,Other servicers
F104Q3234869,627,7/1/2005,N,6/1/2035,45220,0,1,O,74,34,103000,74,5.875,R,N,FIX30,FL,PU,32300,P,360,1,Other sellers,Other servicers
F104Q3234870,746,4/1/2005,N,3/1/2035,,0,1,O,65,26,111000,65,5.75,R,N,FIX30,NC,SF,28500,P,360,2,Other sellers,Other servicers
F104Q3234872,789,4/1/2005,N,3/1/2035,,0,1,O,65,23,118000,65,6,T,N,FIX30,PA,SF,18200,N,360,2,Other sellers,USBANKNA
F104Q3234876,632,4/1/2005,N,3/1/2035,47894,0,1,O,80,35,310000,80,6.375,R,N,FIX30,VA,PU,22600,N,360,2,Other sellers,Other servicers
F104Q3234877,666,4/1/2005,N,3/1/2035,21660,0,1,O,80,44,153000,80,6.125,R,N,FIX30,OR,SF,97400,P,360,2,Other sellers,Other servicers
F104Q3234878,764,3/1/2005,N,2/1/2035,,0,1,O,76,36,280000,76,5.5,T,N,FIX30,TX,PU,76000,N,360,2,Other sellers,Other servicers
F104Q3234879,657,3/1/2005,N,2/1/2035,41700,12,1,O,85,46,204000,85,5.75,T,N,FIX30,TX,PU,78200,N,360,2,Other sellers,Other servicers
F104Q3234880,780,3/1/2005,N,2/1/2035,26420,0,1,O,79,21,250000,79,5.75,T,N,FIX30,TX,SF,77300,N,360,2,Other sellers,Other servicers
F104Q3234881,694,3/1/2005,N,2/1/2035,26900,0,1,O,80,26,120000,80,5.75,T,N,FIX30,IN,PU,46200,P,360,1,Other sellers,Other servicers
F104Q3234882,733,4/1/2005,Y,9/1/2034,,25,1,O,76,34,115000,76,5.75,R,N,FIX30,IL,SF,61300,P,354,2,Other sellers,Other servicers
F104Q3234883,754,4/1/2005,N,3/1/2035,,30,1,O,92,56,179000,92,5.25,T,N,FIX30,UT,SF,84700,N,360,2,COUNTRYWIDE,Other servicers
F104Q3234884,744,6/1/2005,N,5/1/2035,37460,0,1,O,80,34,196000,80,5.75,R,N,FIX30,FL,SF,32400,P,360,2,Other sellers,Other servicers
F104Q3234885,751,4/1/2005,N,3/1/2035,,30,1,O,92,53,234000,92,5.875,R,N,FIX30,DE,PU,19900,P,360,2,Other sellers,Other servicers
F104Q3234886,765,4/1/2005,N,3/1/2035,10900,0,1,O,80,61,334000,56,5.875,R,N,FIX30,PA,SF,18000,P,360,2,Other sellers,Other servicers
F104Q3234888,770,4/1/2005,N,3/1/2035,11700,25,1,O,87,21,145000,87,5.25,T,N,FIX30,NC,SF,28700,P,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q3234889,678,3/1/2005,Y,2/1/2035,21780,0,1,O,80,47,178000,80,5.875,R,N,FIX30,IN,SF,47600,P,360,1,Other sellers,"WELLSFARGOBANK,NA"
F104Q3234890,750,4/1/2005,N,3/1/2035,21780,0,1,O,38,63,80000,38,5.75,R,N,FIX30,IN,SF,47600,P,360,1,Other sellers,Other servicers
F104Q3234891,705,4/1/2005,N,3/1/2035,,12,1,O,86,34,135000,86,5.75,T,N,FIX30,GA,SF,31500,P,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q3234892,784,5/1/2005,N,4/1/2035,,30,1,O,95,36,127000,95,5.75,R,N,FIX30,FL,SF,32600,P,360,1,Other sellers,USBANKNA
F104Q3234893,721,6/1/2005,N,5/1/2035,29540,0,1,O,73,42,136000,73,6.25,R,N,FIX30,PA,SF,17500,N,360,2,Other sellers,Other servicers
F104Q3234894,783,4/1/2005,N,3/1/2035,,0,1,O,14,32,30000,14,5.875,R,N,FIX30,IN,SF,47200,P,360,2,Other sellers,"WELLSFARGOBANK,NA"
F104Q3234895,807,5/1/2005,N,4/1/2035,32780,0,1,O,50,29,210000,50,5.5,R,N,FIX30,OR,SF,97500,P,360,1,Other sellers,Other servicers
F104Q3234896,797,5/1/2005,N,4/1/2035,15980,0,1,S,78,32,136000,78,6,R,N,FIX30,FL,SF,33900,P,360,1,Other sellers,USBANKNA
F104Q3234897,696,4/1/2005,N,10/1/2034,,0,1,O,72,28,127000,72,6.125,R,N,FIX30,MI,SF,49300,N,355,1,Other sellers,Other servicers
F104Q3234898,743,4/1/2005,N,9/1/2034,,0,1,O,80,31,137000,80,6.125,R,N,FIX30,MI,SF,48700,N,354,1,Other sellers,Other servicers
F104Q3234899,661,4/1/2005,N,3/1/2035,,0,1,O,55,40,80000,55,6.125,R,N,FIX30,NY,SF,12700,P,360,2,Other sellers,Other servicers
F104Q3234901,778,3/1/2005,N,12/1/2034,24580,0,1,O,65,40,119000,65,5.75,R,N,FIX30,WI,SF,54100,P,358,2,Other sellers,Other servicers
F104Q3234902,687,4/1/2005,N,3/1/2035,,12,1,O,83,49,181000,83,6.125,R,N,FIX30,PA,SF,18400,P,360,2,Other sellers,Other servicers
F104Q3234903,742,4/1/2005,N,9/1/2034,,0,1,O,79,48,334000,79,6.5,T,N,FIX30,NY,SF,13100,P,354,2,Other sellers,Other servicers
F104Q3234904,719,4/1/2005,N,9/1/2034,40380,0,1,O,80,44,120000,80,6.375,T,N,FIX30,NY,SF,14500,P,354,1,Other sellers,Other servicers
F104Q3234905,791,6/1/2005,N,9/1/2034,,0,1,O,75,30,136000,75,5.875,R,N,FIX30,NC,SF,27200,P,352,2,Other sellers,USBANKNA
F104Q3234911,743,8/1/2005,N,7/1/2035,27260,0,1,O,74,41,150000,74,6,R,N,FIX30,FL,SF,32000,P,360,1,Other sellers,USBANKNA
F104Q3234912,770,4/1/2005,N,3/1/2035,34820,0,1,S,20,18,40000,20,6.125,R,N,FIX30,SC,SF,29500,P,360,2,Other sellers,Other servicers
F104Q3234913,694,4/1/2005,Y,9/1/2034,40380,12,1,O,82,41,160000,82,6.375,T,N,FIX30,NY,SF,14500,P,354,2,Other sellers,Other servicers
F104Q3234914,764,4/1/2005,N,9/1/2034,15380,0,1,O,81,27,197000,81,6,T,N,FIX30,NY,SF,14000,P,354,2,Other sellers,Other servicers
F104Q3234917,629,4/1/2005,N,3/1/2035,47260,25,1,O,87,46,185000,87,6.125,R,N,FIX30,VA,SF,23100,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234918,782,5/1/2005,N,4/1/2035,14020,0,1,O,80,21,238000,80,6,R,N,FIX30,IN,SF,47400,P,360,2,Other sellers,Other servicers
F104Q3234919,649,3/1/2005,N,2/1/2035,,12,1,O,84,41,93000,84,6,R,N,FIX30,NC,SF,28300,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234920,643,4/1/2005,Y,3/1/2035,,0,1,O,80,31,146000,80,6,R,N,FIX30,NC,SF,27200,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234921,723,4/1/2005,N,3/1/2035,48900,0,1,O,66,44,87000,66,6,R,N,FIX30,NC,PU,28400,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234923,738,4/1/2005,N,3/1/2035,30140,0,1,O,80,47,270000,80,6.5,R,N,FIX30,PA,SF,17000,P,360,2,Other sellers,Other servicers
F104Q3234924,798,5/1/2005,N,4/1/2035,49620,0,1,O,72,60,330000,72,6.375,R,N,FIX30,PA,SF,17400,P,360,2,Other sellers,Other servicers
F104Q3234925,635,4/1/2005,N,3/1/2035,,0,1,O,78,31,51000,78,6,R,N,FIX30,KY,SF,40700,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q3234927,799,3/1/2005,Y,8/1/2034,,0,1,O,80,21,180000,80,6.25,R,N,FIX30,MI,SF,48600,P,354,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234929,779,3/1/2005,N,8/1/2034,46140,0,1,O,75,25,215000,75,5.875,T,N,FIX30,OK,SF,74000,P,354,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234931,740,3/1/2005,N,2/1/2035,31860,0,1,O,80,33,235000,80,6,T,N,FIX30,MN,SF,56000,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234932,630,2/1/2005,N,8/1/2034,26420,0,1,O,75,50,282000,75,5.75,T,N,FIX30,TX,SF,77300,N,355,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234933,706,3/1/2005,N,2/1/2035,,0,1,O,66,52,206000,66,5.75,T,N,FIX30,MN,SF,55000,P,360,1,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q3234934,782,3/1/2005,N,2/1/2035,49620,0,1,O,71,29,199000,71,5.75,T,N,FIX30,PA,SF,17300,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234935,804,3/1/2005,N,9/1/2034,25540,0,1,O,75,23,200000,75,5.625,T,N,FIX30,CT,SF,6000,P,355,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234936,715,4/1/2005,N,9/1/2034,13460,0,1,O,80,45,212000,80,5,T,N,FIX30,OR,SF,97700,N,354,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234937,657,3/1/2005,Y,8/1/2034,,30,1,O,94,44,247000,94,6.625,R,N,FIX30,MI,SF,49500,P,354,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234938,743,3/1/2005,Y,8/1/2034,29620,0,1,O,70,32,205000,70,6.5,R,N,FIX30,MI,SF,48800,P,354,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q3234939,727,4/1/2005,N,3/1/2035,,30,1,O,92,61,164000,92,6.125,T,N,FIX30,PA,SF,15800,N,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q3234940,730,3/1/2005,N,2/1/2035,,30,1,O,95,49,191000,95,6.375,T,N,FIX30,IA,SF,50000,N,360,2,Other sellers,"JPMORGANCHASEBANK,NA"
